what,kind,bundleId,bundleVersion,description,time
activated,perspective,org.eclipse.jdt.ui,,"org.eclipse.jdt.ui.JavaPerspective",1406801990231
started,bundle,org.eclipse.osgi,3.7.1.R37x_v20110808-1106,"org.eclipse.osgi",1406801990233
started,bundle,org.eclipse.equinox.simpleconfigurator,1.0.200.v20110502-1955,"org.eclipse.equinox.simpleconfigurator",1406801990233
started,bundle,com.ibm.icu,4.4.2.v20110208,"com.ibm.icu",1406801990234
started,bundle,org.eclipse.core.contenttype,3.4.100.v20110423-0524,"org.eclipse.core.contenttype",1406801990235
started,bundle,org.eclipse.core.databinding.observable,1.4.0.I20110222-0800,"org.eclipse.core.databinding.observable",1406801990235
started,bundle,org.eclipse.core.expressions,3.4.300.v20110228,"org.eclipse.core.expressions",1406801990236
started,bundle,org.eclipse.core.filebuffers,3.5.200.v20110505-0800,"org.eclipse.core.filebuffers",1406801990236
started,bundle,org.eclipse.core.filesystem,1.3.100.v20110423-0524,"org.eclipse.core.filesystem",1406801990237
started,bundle,org.eclipse.core.jobs,3.5.100.v20110404,"org.eclipse.core.jobs",1406801990237
started,bundle,org.eclipse.core.net,1.2.100.I20110511-0800,"org.eclipse.core.net",1406801990237
started,bundle,org.eclipse.core.resources,3.7.100.v20110510-0712,"org.eclipse.core.resources",1406801990238
started,bundle,org.eclipse.core.runtime,3.7.0.v20110110,"org.eclipse.core.runtime",1406801990238
started,bundle,org.eclipse.core.runtime.compatibility,3.2.100.v20100505,"org.eclipse.core.runtime.compatibility",1406801990239
started,bundle,org.eclipse.core.runtime.compatibility.auth,3.2.200.v20110110,"org.eclipse.core.runtime.compatibility.auth",1406801990240
started,bundle,org.eclipse.emf.common,2.7.0.v20110912-0920,"org.eclipse.emf.common",1406801990241
started,bundle,org.eclipse.emf.ecore,2.7.0.v20110912-0920,"org.eclipse.emf.ecore",1406801990241
started,bundle,org.eclipse.emf.ecore.xmi,2.7.0.v20110520-1406,"org.eclipse.emf.ecore.xmi",1406801990241
started,bundle,org.eclipse.emf.examples.library,2.5.0.v20100521-1846,"org.eclipse.emf.examples.library",1406801990241
started,bundle,org.eclipse.emf.facet.widgets.nattable,0.1.1.v201109140754,"org.eclipse.emf.facet.widgets.nattable",1406801990242
started,bundle,org.eclipse.emf.validation,1.4.0.v20100428-2315,"org.eclipse.emf.validation",1406801990242
started,bundle,org.eclipse.emf.validation.examples.adapter,1.2.0.v200901271722,"org.eclipse.emf.validation.examples.adapter",1406801990242
started,bundle,org.eclipse.epp.mpc.ui,1.1.1.I20110907-0947,"org.eclipse.epp.mpc.ui",1406801990242
started,bundle,org.eclipse.epp.usagedata.gathering,1.3.1.R201106061540,"org.eclipse.epp.usagedata.gathering",1406801990243
started,bundle,org.eclipse.epp.usagedata.recording,1.3.1.R201106061540,"org.eclipse.epp.usagedata.recording",1406801990243
started,bundle,org.eclipse.equinox.app,1.3.100.v20110321,"org.eclipse.equinox.app",1406801990243
started,bundle,org.eclipse.equinox.common,3.6.0.v20110523,"org.eclipse.equinox.common",1406801990244
started,bundle,org.eclipse.equinox.ds,1.3.1.R37x_v20110701,"org.eclipse.equinox.ds",1406801990245
started,bundle,org.eclipse.equinox.event,1.2.100.v20110502,"org.eclipse.equinox.event",1406801990246
started,bundle,org.eclipse.equinox.p2.core,2.1.0.v20110502-1955,"org.eclipse.equinox.p2.core",1406801990246
started,bundle,org.eclipse.equinox.p2.directorywatcher,1.0.300.v20110502-1955,"org.eclipse.equinox.p2.directorywatcher",1406801990247
started,bundle,org.eclipse.equinox.p2.engine,2.1.0.v20110511,"org.eclipse.equinox.p2.engine",1406801990247
started,bundle,org.eclipse.equinox.p2.metadata,2.1.0.v20110510,"org.eclipse.equinox.p2.metadata",1406801990248
started,bundle,org.eclipse.equinox.p2.metadata.repository,1.2.0.v20110511-1359,"org.eclipse.equinox.p2.metadata.repository",1406801990248
started,bundle,org.eclipse.equinox.p2.operations,2.1.0.v20110511-1821,"org.eclipse.equinox.p2.operations",1406801990249
started,bundle,org.eclipse.equinox.p2.reconciler.dropins,1.1.100.v20110510,"org.eclipse.equinox.p2.reconciler.dropins",1406801990249
started,bundle,org.eclipse.equinox.p2.repository,2.1.0.v20110601,"org.eclipse.equinox.p2.repository",1406801990250
started,bundle,org.eclipse.equinox.p2.ui.sdk.scheduler,1.0.100.v20110502-1955,"org.eclipse.equinox.p2.ui.sdk.scheduler",1406801990250
started,bundle,org.eclipse.equinox.p2.updatechecker,1.1.200.v20110502-1955,"org.eclipse.equinox.p2.updatechecker",1406801990251
started,bundle,org.eclipse.equinox.preferences,3.4.1.R37x_v20110725,"org.eclipse.equinox.preferences",1406801990251
started,bundle,org.eclipse.equinox.registry,3.5.101.R37x_v20110810-1611,"org.eclipse.equinox.registry",1406801990251
started,bundle,org.eclipse.equinox.security,1.1.1.R37x_v20110822-1018,"org.eclipse.equinox.security",1406801990252
started,bundle,org.eclipse.equinox.util,1.0.300.v20110502,"org.eclipse.equinox.util",1406801990253
started,bundle,org.eclipse.help,3.5.100.v20110426,"org.eclipse.help",1406801990253
started,bundle,org.eclipse.jdt.core,3.7.1.v_B76_R37x,"org.eclipse.jdt.core",1406801990254
started,bundle,org.eclipse.jdt.core.manipulation,1.4.0.v20110505-0800,"org.eclipse.jdt.core.manipulation",1406801990255
started,bundle,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui",1406801990260
started,bundle,org.eclipse.jface,3.7.0.I20110522-1430,"org.eclipse.jface",1406801990261
started,bundle,org.eclipse.jsch.core,1.1.300.I20110514-0800,"org.eclipse.jsch.core",1406801990262
started,bundle,org.eclipse.m2e.discovery,1.0.100.20110804-1717,"org.eclipse.m2e.discovery",1406801990262
started,bundle,org.eclipse.m2e.logback.configuration,1.0.100.20110804-1717,"org.eclipse.m2e.logback.configuration",1406801990262
started,bundle,org.eclipse.mylyn.bugzilla.core,3.6.3.v20111014-0100,"org.eclipse.mylyn.bugzilla.core",1406801990263
started,bundle,org.eclipse.mylyn.bugzilla.ui,3.6.0.v20110608-1400,"org.eclipse.mylyn.bugzilla.ui",1406801990263
started,bundle,org.eclipse.mylyn.commons.identity,0.8.0.v20110608-1400,"org.eclipse.mylyn.commons.identity",1406801990264
started,bundle,org.eclipse.mylyn.commons.net,3.6.0.v20110608-1400,"org.eclipse.mylyn.commons.net",1406801990264
started,bundle,org.eclipse.mylyn.commons.ui,3.6.1.v20110720-0100,"org.eclipse.mylyn.commons.ui",1406801990264
started,bundle,org.eclipse.mylyn.context.core,3.6.1.v20110720-0100,"org.eclipse.mylyn.context.core",1406801990267
started,bundle,org.eclipse.mylyn.context.ui,3.6.0.v20110608-1400,"org.eclipse.mylyn.context.ui",1406801990268
started,bundle,org.eclipse.mylyn.monitor.ui,3.6.0.v20110608-1400,"org.eclipse.mylyn.monitor.ui",1406801990269
started,bundle,org.eclipse.mylyn.tasks.ui,3.6.3.v20111026-0100,"org.eclipse.mylyn.tasks.ui",1406801990270
started,bundle,org.eclipse.mylyn.team.ui,3.6.1.v20110825-0100,"org.eclipse.mylyn.team.ui",1406801990270
started,bundle,org.eclipse.pde.launching,3.6.0.v20110506,"org.eclipse.pde.launching",1406801990272
started,bundle,org.eclipse.pde.ui,3.6.100.v20110603,"org.eclipse.pde.ui",1406801990274
started,bundle,org.eclipse.search,3.7.0.v20110505-0800,"org.eclipse.search",1406801990275
started,bundle,org.eclipse.soa.sca.core.common,2.2.0.201106080505,"org.eclipse.soa.sca.core.common",1406801990276
started,bundle,org.eclipse.soa.sca.core.model,2.2.0.201106080505,"org.eclipse.soa.sca.core.model",1406801990341
started,bundle,org.eclipse.soa.sca.sca1_0.model,2.2.0.201106080505,"org.eclipse.soa.sca.sca1_0.model",1406801990341
started,bundle,org.eclipse.soa.sca.sca1_0.model.edit,2.2.0.201106080505,"org.eclipse.soa.sca.sca1_0.model.edit",1406801990343
started,bundle,org.eclipse.stp.sca,2.1.0.201006151052,"org.eclipse.stp.sca",1406801990343
started,bundle,org.eclipse.stp.sca.common.java,2.1.0.201006151053,"org.eclipse.stp.sca.common.java",1406801990343
started,bundle,org.eclipse.stp.sca.csa,2.1.0.201006151053,"org.eclipse.stp.sca.csa",1406801990353
started,bundle,org.eclipse.stp.sca.edit,2.1.0.201006151053,"org.eclipse.stp.sca.edit",1406801990355
started,bundle,org.eclipse.team.core,3.6.0.I20110525-0800,"org.eclipse.team.core",1406801990355
started,bundle,org.eclipse.team.cvs.core,3.3.400.I20110510-0800,"org.eclipse.team.cvs.core",1406801990356
started,bundle,org.eclipse.team.cvs.ui,3.3.400.I20110510-0800,"org.eclipse.team.cvs.ui",1406801990357
started,bundle,org.eclipse.team.svn.core,0.7.9.I20110819-1700,"org.eclipse.team.svn.core",1406801990358
started,bundle,org.eclipse.team.svn.mylyn,0.7.9.I20110318-1700,"org.eclipse.team.svn.mylyn",1406801990358
started,bundle,org.eclipse.team.svn.ui,0.7.9.I20110819-1700,"org.eclipse.team.svn.ui",1406801990359
started,bundle,org.eclipse.team.ui,3.6.100.I20110525-0800,"org.eclipse.team.ui",1406801990360
started,bundle,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui",1406801990361
started,bundle,org.eclipse.ui.console,3.5.100.v20110511,"org.eclipse.ui.console",1406801990362
started,bundle,org.eclipse.ui.editors,3.7.0.v20110517-0800,"org.eclipse.ui.editors",1406801990363
started,bundle,org.eclipse.ui.forms,3.5.100.v20110425,"org.eclipse.ui.forms",1406801990366
started,bundle,org.eclipse.ui.ide,3.7.0.v20110809-1737,"org.eclipse.ui.ide",1406801990368
started,bundle,org.eclipse.ui.intro,3.4.100.v20110425,"org.eclipse.ui.intro",1406801990368
started,bundle,org.eclipse.ui.intro.universal,3.2.500.v20110510,"org.eclipse.ui.intro.universal",1406801990368
started,bundle,org.eclipse.ui.net,1.2.100.I20110511-0800,"org.eclipse.ui.net",1406801990369
started,bundle,org.eclipse.ui.views,3.6.0.I20110412-0800,"org.eclipse.ui.views",1406801990369
started,bundle,org.eclipse.ui.views.log,1.0.200.v20110404,"org.eclipse.ui.views.log",1406801990370
started,bundle,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"org.eclipse.ui.workbench",1406801990371
started,bundle,org.eclipse.ui.workbench.texteditor,3.7.0.v20110505-0800,"org.eclipse.ui.workbench.texteditor",1406801990372
started,bundle,org.eclipse.update.configurator,3.3.100.v20100512,"org.eclipse.update.configurator",1406801990372
started,bundle,org.polarion.eclipse.team.svn.connector.svnkit15,2.2.2.I20110819-1700,"org.polarion.eclipse.team.svn.connector.svnkit15",1406801990372
os,sysinfo,,,"macosx",1406801990378
arch,sysinfo,,,"x86",1406801990378
ws,sysinfo,,,"cocoa",1406801990378
locale,sysinfo,,,"fr_FR",1406801990378
processors,sysinfo,,,"2",1406801990378
java.runtime.name,sysinfo,,,"Java(TM) SE Runtime Environment",1406801990378
java.runtime.version,sysinfo,,,"1.6.0_65-b14-462-11M4609",1406801990378
java.specification.name,sysinfo,,,"Java Platform API Specification",1406801990378
java.specification.vendor,sysinfo,,,"Sun Microsystems Inc.",1406801990378
java.specification.version,sysinfo,,,"1.6",1406801990378
java.vendor,sysinfo,,,"Apple Inc.",1406801990378
java.version,sysinfo,,,"1.6.0_65",1406801990378
java.vm.info,sysinfo,,,"mixed mode",1406801990378
java.vm.name,sysinfo,,,"Java HotSpot(TM) Client VM",1406801990378
java.vm.specification.name,sysinfo,,,"Java Virtual Machine Specification",1406801990378
java.vm.specification.vendor,sysinfo,,,"Sun Microsystems Inc.",1406801990378
java.vm.specification.version,sysinfo,,,"1.0",1406801990378
java.vm.vendor,sysinfo,,,"Apple Inc.",1406801990378
java.vm.version,sysinfo,,,"20.65-b04-462",1406801990378
started,bundle,org.eclipse.m2e.usagedata,1.0.100.20110804-1717,"org.eclipse.m2e.usagedata",1406801990408
started,bundle,org.eclipse.update.scheduler,3.2.300.v20100512,"org.eclipse.update.scheduler",1406801990430
started,bundle,org.eclipse.update.core,3.2.500.v20110330,"org.eclipse.update.core",1406801990441
started,bundle,org.eclipse.wb.discovery.core,1.5.0.r37x201206111213,"org.eclipse.wb.discovery.core",1406801990444
started,bundle,org.eclipse.wb.discovery.ui,1.5.0.r37x201206111213,"org.eclipse.wb.discovery.ui",1406801992518
started,bundle,com.android.ide.eclipse.base,22.6.3.v201404151837-1123206,"com.android.ide.eclipse.base",1406801992580
started,bundle,com.android.ide.eclipse.adt,22.6.3.v201404151837-1123206,"com.android.ide.eclipse.adt",1406801992752
started,bundle,org.eclipse.ltk.core.refactoring,3.5.201.r371_v20110824-0800,"org.eclipse.ltk.core.refactoring",1406801992772
started,bundle,org.eclipse.ltk.ui.refactoring,3.6.0.v20110505-0800,"org.eclipse.ltk.ui.refactoring",1406801992774
started,bundle,com.android.ide.eclipse.ddms,22.6.3.v201404151837-1123206,"com.android.ide.eclipse.ddms",1406801993010
started,bundle,com.objectaid.uml,1.1.6,"com.objectaid.uml",1406801994144
started,bundle,org.eclipse.wst.sse.core,1.1.601.v201108151912,"org.eclipse.wst.sse.core",1406801995119
started,bundle,org.eclipse.wst.sse.ui,1.3.1.v201108191312,"org.eclipse.wst.sse.ui",1406801995188
started,bundle,org.eclipse.wst.xml.ui,1.1.201.v201108151912,"org.eclipse.wst.xml.ui",1406801995291
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1406802002912
started,bundle,com.android.ide.eclipse.traceview,22.6.3.v201404151837-1123206,"com.android.ide.eclipse.traceview",1406802003855
started,bundle,org.eclipse.debug.core,3.7.0.v20110518,"org.eclipse.debug.core",1406802020012
started,bundle,org.eclipse.jdt.junit.core,3.7.0.v20110518-0800,"org.eclipse.jdt.junit.core",1406802020041
started,bundle,org.eclipse.equinox.simpleconfigurator.manipulator,2.0.0.v20110502-1955,"org.eclipse.equinox.simpleconfigurator.manipulator",1406802020047
started,bundle,org.eclipse.equinox.frameworkadmin,2.0.0.v20110502-1955,"org.eclipse.equinox.frameworkadmin",1406802020065
started,bundle,org.eclipse.jdt.launching,3.6.1.v20110803_r371,"org.eclipse.jdt.launching",1406802020193
started,bundle,org.eclipse.jdt.launching.macosx,3.2.100.v20110509,"org.eclipse.jdt.launching.macosx",1406802020230
error,log,,,"",1406802026387
error,log,,,"",1406802026387
started,bundle,com.objectaid.uml.cls,1.1.6,"com.objectaid.uml.cls",1406802026405
started,bundle,org.eclipse.gef,3.7.1.v20110830-1143,"org.eclipse.gef",1406802026410
